frame,timestamp,landmark_0_x,landmark_0_y,landmark_0_z,landmark_0_visibility,landmark_1_x,landmark_1_y,landmark_1_z,landmark_1_visibility,landmark_2_x,landmark_2_y,landmark_2_z,landmark_2_visibility,landmark_3_x,landmark_3_y,landmark_3_z,landmark_3_visibility,landmark_4_x,landmark_4_y,landmark_4_z,landmark_4_visibility,landmark_5_x,landmark_5_y,landmark_5_z,landmark_5_visibility,landmark_6_x,landmark_6_y,landmark_6_z,landmark_6_visibility,landmark_7_x,landmark_7_y,landmark_7_z,landmark_7_visibility,landmark_8_x,landmark_8_y,landmark_8_z,landmark_8_visibility,landmark_9_x,landmark_9_y,landmark_9_z,landmark_9_visibility,landmark_10_x,landmark_10_y,landmark_10_z,landmark_10_visibility,landmark_11_x,landmark_11_y,landmark_11_z,landmark_11_visibility,landmark_12_x,landmark_12_y,landmark_12_z,landmark_12_visibility,landmark_13_x,landmark_13_y,landmark_13_z,landmark_13_visibility,landmark_14_x,landmark_14_y,landmark_14_z,landmark_14_visibility,landmark_15_x,landmark_15_y,landmark_15_z,landmark_15_visibility,landmark_16_x,landmark_16_y,landmark_16_z,landmark_16_visibility,landmark_17_x,landmark_17_y,landmark_17_z,landmark_17_visibility,landmark_18_x,landmark_18_y,landmark_18_z,landmark_18_visibility,landmark_19_x,landmark_19_y,landmark_19_z,landmark_19_visibility,landmark_20_x,landmark_20_y,landmark_20_z,landmark_20_visibility,landmark_21_x,landmark_21_y,landmark_21_z,landmark_21_visibility,landmark_22_x,landmark_22_y,landmark_22_z,landmark_22_visibility,landmark_23_x,landmark_23_y,landmark_23_z,landmark_23_visibility,landmark_24_x,landmark_24_y,landmark_24_z,landmark_24_visibility,landmark_25_x,landmark_25_y,landmark_25_z,landmark_25_visibility,landmark_26_x,landmark_26_y,landmark_26_z,landmark_26_visibility,landmark_27_x,landmark_27_y,landmark_27_z,landmark_27_visibility,landmark_28_x,landmark_28_y,landmark_28_z,landmark_28_visibility,landmark_29_x,landmark_29_y,landmark_29_z,landmark_29_visibility,landmark_30_x,landmark_30_y,landmark_30_z,landmark_30_visibility,landmark_31_x,landmark_31_y,landmark_31_z,landmark_31_visibility,landmark_32_x,landmark_32_y,landmark_32_z,landmark_32_visibility
8,0.26659968058407485,0.5940958261489868,0.5013447403907776,-0.4320589601993561,0.9999325275421143,0.5997987985610962,0.4961414337158203,-0.42026790976524353,0.9998346567153931,0.6035116314888,0.4957931339740753,-0.42058423161506653,0.9998193383216858,0.6070969104766846,0.4955284297466278,-0.4205015003681183,0.9998520016670227,0.5899947285652161,0.4961775839328766,-0.42176759243011475,0.9998816251754761,0.5860674977302551,0.49581828713417053,-0.42211124300956726,0.9999077320098877,0.5820230841636658,0.49543121457099915,-0.42230165004730225,0.9999271631240845,0.6119225025177002,0.4941682517528534,-0.2975897490978241,0.999740481376648,0.5779815316200256,0.4939245581626892,-0.30349811911582947,0.9996433854103088,0.600124180316925,0.5039809942245483,-0.37882351875305176,0.999822735786438,0.5890644788742065,0.5043362975120544,-0.38246479630470276,0.9998493194580078,0.6423357725143433,0.5133312940597534,-0.16986556351184845,0.9999857544898987,0.549920380115509,0.5137134790420532,-0.19017678499221802,0.9999737739562988,0.6555317640304565,0.5484117865562439,-0.09510475397109985,0.9882243275642395,0.5297574996948242,0.5489951372146606,-0.16539761424064636,0.9881058931350708,0.655647873878479,0.584447979927063,-0.1649736911058426,0.996171772480011,0.5257604718208313,0.5812987089157104,-0.2685907483100891,0.996934175491333,0.6578390002250671,0.5960329174995422,-0.18706147372722626,0.9919966459274292,0.520630419254303,0.5926855802536011,-0.3038245439529419,0.9927905797958374,0.6535741090774536,0.5961683392524719,-0.2236187905073166,0.9933348298072815,0.5266881585121155,0.591760516166687,-0.331744909286499,0.994055986404419,0.6498160362243652,0.592683732509613,-0.1787610948085785,0.9894040822982788,0.531132698059082,0.5879437923431396,-0.282206654548645,0.9896470308303833,0.6114280819892883,0.5955882668495178,0.011533881537616253,0.9999075531959534,0.562283992767334,0.5923570990562439,-0.011765978299081326,0.9998955130577087,0.6103362441062927,0.6420602798461914,-0.03859582543373108,0.9709212183952332,0.5636481046676636,0.6378390789031982,-0.0528096966445446,0.9685885310173035,0.6020519137382507,0.6968249082565308,0.07777294516563416,0.9789361953735352,0.5671728849411011,0.6895716190338135,0.09578590840101242,0.9631722569465637,0.5963307023048401,0.7042014598846436,0.08060993999242783,0.849774181842804,0.5706170201301575,0.6982459425926208,0.1049136221408844,0.7609097957611084,0.6010758876800537,0.7182435393333435,-0.060710277408361435,0.9825952649116516,0.5640132427215576,0.7086546421051025,-0.024754464626312256,0.9669011831283569
9,0.2999246406570842,0.594256579875946,0.5013269782066345,-0.4281843602657318,0.999937117099762,0.6000542044639587,0.49609375,-0.4174911379814148,0.9998456239700317,0.6038585901260376,0.49577322602272034,-0.4178088307380676,0.9998311996459961,0.6074571013450623,0.4955384433269501,-0.4177303910255432,0.9998617768287659,0.5900255441665649,0.4960770010948181,-0.41971734166145325,0.9998893141746521,0.5861253142356873,0.4956822097301483,-0.42005789279937744,0.9999135732650757,0.582169234752655,0.49527105689048767,-0.4202421009540558,0.9999315142631531,0.612206220626831,0.494132399559021,-0.2962941527366638,0.999758780002594,0.5782517194747925,0.49359819293022156,-0.3050844967365265,0.9996643662452698,0.6008528470993042,0.5038465857505798,-0.3748937249183655,0.9998337626457214,0.5893287062644958,0.5041622519493103,-0.37936264276504517,0.9998580813407898,0.6426129937171936,0.5130080580711365,-0.1668412834405899,0.9999863505363464,0.5499365925788879,0.5135863423347473,-0.19003431499004364,0.9999738931655884,0.6554136872291565,0.5484130382537842,-0.08997272700071335,0.9882504940032959,0.529596745967865,0.5497207045555115,-0.16968487203121185,0.988347053527832,0.6556518077850342,0.584517240524292,-0.15921960771083832,0.9962553381919861,0.5247253179550171,0.5822475552558899,-0.2769084572792053,0.9969171285629272,0.6577286720275879,0.5960443019866943,-0.18154208362102509,0.9921680688858032,0.5196228623390198,0.5941770672798157,-0.31232374906539917,0.9927569627761841,0.6535917520523071,0.5961998701095581,-0.2184002846479416,0.9934813380241394,0.5261382460594177,0.5925285220146179,-0.34000346064567566,0.9940192699432373,0.649969220161438,0.5927022695541382,-0.17335477471351624,0.9896129369735718,0.5307582020759583,0.5883046984672546,-0.2904648184776306,0.9895992279052734,0.6126605272293091,0.5953111052513123,0.011076711118221283,0.9999098181724548,0.562288761138916,0.5921319127082825,-0.011313744820654392,0.9998968243598938,0.6103203892707825,0.6432077884674072,-0.03751629218459129,0.9715112447738647,0.56351637840271,0.6388102769851685,-0.030767321586608887,0.967461347579956,0.6018722057342529,0.6972517371177673,0.07308128476142883,0.9797894954681396,0.5671727657318115,0.6898866295814514,0.1248440071940422,0.9640182256698608,0.5954042077064514,0.7047339081764221,0.07509685307741165,0.8521868586540222,0.570561945438385,0.6984573602676392,0.1341368407011032,0.7630042433738708,0.6007064580917358,0.7184303402900696,-0.06440534442663193,0.9831520318984985,0.5629212856292725,0.7086451649665833,0.011700382456183434,0.967290461063385
10,0.3332496007300935,0.5958758592605591,0.5014083981513977,-0.43671661615371704,0.9999392032623291,0.6014575958251953,0.4961813986301422,-0.4279888868331909,0.9998500347137451,0.6051375269889832,0.4958513081073761,-0.42831507325172424,0.9998363256454468,0.6086537837982178,0.49560853838920593,-0.4282423257827759,0.999866247177124,0.5919353365898132,0.4961567521095276,-0.4299785792827606,0.999891996383667,0.5887372493743896,0.49576324224472046,-0.4303151071071625,0.999915361404419,0.5854880809783936,0.4953421950340271,-0.43049755692481995,0.9999323487281799,0.6130245327949524,0.4941071569919586,-0.3094339668750763,0.9997697472572327,0.5803059935569763,0.49349546432495117,-0.3167921006679535,0.9996705651283264,0.6027154922485352,0.5037452578544617,-0.3852625787258148,0.9998393058776855,0.5916623473167419,0.504044771194458,-0.3893425166606903,0.9998615384101868,0.6433159112930298,0.5128557682037354,-0.18007631599903107,0.9999868869781494,0.550590991973877,0.5129979252815247,-0.1943315714597702,0.999973475933075,0.6552870273590088,0.5491626858711243,-0.12088175117969513,0.9882850050926208,0.5295633673667908,0.5503932237625122,-0.17800739407539368,0.9885354042053223,0.6555160284042358,0.5850342512130737,-0.19459578394889832,0.9963071346282959,0.5247986912727356,0.5836156606674194,-0.27724698185920715,0.9968728423118591,0.6577418446540833,0.5961899161338806,-0.21955139935016632,0.9922733902931213,0.5197972655296326,0.5959678888320923,-0.31145069003105164,0.9926393032073975,0.6536190509796143,0.5963901877403259,-0.2551024556159973,0.993574857711792,0.5262644290924072,0.5944942831993103,-0.33975863456726074,0.993918240070343,0.6499718427658081,0.5929067730903625,-0.20855695009231567,0.9897230863571167,0.5308516621589661,0.5896958708763123,-0.2908990681171417,0.9894500970840454,0.6140697002410889,0.5947425961494446,0.007050798274576664,0.9999120831489563,0.5625075101852417,0.591684877872467,-0.007278473116457462,0.9998981356620789,0.6103307008743286,0.6437984108924866,-0.03351797163486481,0.9721449017524719,0.5634430646896362,0.6391546726226807,-0.0030603541526943445,0.9659662246704102,0.601852297782898,0.697253406047821,0.07963234931230545,0.9808145761489868,0.5672303438186646,0.6898865103721619,0.1528816670179367,0.9651697278022766,0.5952883362770081,0.7047317028045654,0.0817793682217598,0.85579514503479,0.5706873536109924,0.6983723044395447,0.16209293901920319,0.7669928669929504,0.6005890369415283,0.7184341549873352,-0.05637621507048607,0.9838739037513733,0.5618239641189575,0.708544135093689,0.041785892099142075,0.9680567383766174
11,0.3665745608031029,0.5962067246437073,0.5009958744049072,-0.43730467557907104,0.9999405741691589,0.6020212769508362,0.4952382445335388,-0.428215891122818,0.9998530149459839,0.6058082580566406,0.4949685037136078,-0.4285382628440857,0.9998395442962646,0.6095412373542786,0.4948280453681946,-0.4284680187702179,0.9998689293861389,0.5925614237785339,0.4953402280807495,-0.4293440282344818,0.9998939037322998,0.5894657969474792,0.4949829876422882,-0.4296768307685852,0.9999166131019592,0.5862773060798645,0.4945712387561798,-0.42986541986465454,0.9999328851699829,0.6144902110099792,0.49386006593704224,-0.31314924359321594,0.9997785687446594,0.5808129906654358,0.49276068806648254,-0.3178776800632477,0.9996771812438965,0.6034517288208008,0.5033655762672424,-0.38700544834136963,0.9998444318771362,0.5919052958488464,0.5038391351699829,-0.3900459110736847,0.9998652338981628,0.6446279883384705,0.5128494501113892,-0.18492825329303741,0.9999871253967285,0.5516664385795593,0.51263427734375,-0.19745582342147827,0.9999732971191406,0.6565283536911011,0.5497612357139587,-0.13097836077213287,0.9883378744125366,0.5296102166175842,0.5509080290794373,-0.18449220061302185,0.988673746585846,0.6556575298309326,0.5856285691261292,-0.2063315212726593,0.9962994456291199,0.5248894095420837,0.5853045582771301,-0.2848537862300873,0.9968506693840027,0.6579257249832153,0.5964866876602173,-0.2312326580286026,0.9922876954078674,0.5199590921401978,0.5977686047554016,-0.3197286128997803,0.9925938248634338,0.6538940668106079,0.5966443419456482,-0.2664983570575714,0.9935851693153381,0.5268787145614624,0.5966732501983643,-0.3478068709373474,0.9938715100288391,0.65027916431427,0.5931136608123779,-0.22013051807880402,0.9897202849388123,0.5316780805587769,0.5919684171676636,-0.2985510528087616,0.9893994331359863,0.6156932711601257,0.5946243405342102,0.006007676478475332,0.9999151229858398,0.5636879205703735,0.5915333032608032,-0.006235518492758274,0.9999014139175415,0.6104568839073181,0.6448889970779419,-0.013618112541735172,0.9727696180343628,0.5629481673240662,0.6393042802810669,-0.005269654560834169,0.9657466411590576,0.601828932762146,0.6971267461776733,0.09927079826593399,0.9818689823150635,0.5676982998847961,0.6896040439605713,0.14836625754833221,0.9669850468635559,0.5951876044273376,0.7044737935066223,0.09949880838394165,0.8600380420684814,0.5712985396385193,0.6977336406707764,0.15747062861919403,0.7750499248504639,0.599876880645752,0.7183930277824402,-0.028770938515663147,0.9846177101135254,0.5614967346191406,0.7085595726966858,0.035153165459632874,0.9694478511810303
12,0.39989952087611225,0.5976904630661011,0.5006893277168274,-0.4428338408470154,0.9999393224716187,0.6039152145385742,0.495053231716156,-0.43364226818084717,0.9998494386672974,0.6076228022575378,0.49483445286750793,-0.43396562337875366,0.9998354315757751,0.6114076972007751,0.4947345554828644,-0.43389594554901123,0.999865710735321,0.5941739678382874,0.4950759708881378,-0.43491989374160767,0.9998911619186401,0.5909265279769897,0.49474093317985535,-0.4352562427520752,0.9999139904975891,0.5875094532966614,0.4943428039550781,-0.4354516565799713,0.9999302625656128,0.6162363886833191,0.4938216805458069,-0.31543251872062683,0.9997807741165161,0.581730306148529,0.49241647124290466,-0.31817159056663513,0.9996745586395264,0.6047891974449158,0.5031635761260986,-0.3922523260116577,0.9998442530632019,0.5928668975830078,0.5035894513130188,-0.39551737904548645,0.9998641014099121,0.6464779376983643,0.5128690004348755,-0.1985064148902893,0.999987006187439,0.5523020625114441,0.5126279592514038,-0.21141153573989868,0.999972403049469,0.6587769985198975,0.5508328080177307,-0.14543889462947845,0.98798006772995,0.5297247767448425,0.5517616868019104,-0.19555993378162384,0.9887925982475281,0.6561656594276428,0.5865544080734253,-0.22097159922122955,0.9960917234420776,0.5250884890556335,0.587158203125,-0.28845900297164917,0.9967847466468811,0.6583966016769409,0.5971215963363647,-0.245868518948555,0.9919672012329102,0.5200082659721375,0.5996873378753662,-0.3223132789134979,0.992437481880188,0.6541547775268555,0.5971876978874207,-0.28013062477111816,0.9933112859725952,0.5269196629524231,0.598965585231781,-0.35017144680023193,0.9937325716018677,0.6505311727523804,0.5935785174369812,-0.2344452142715454,0.9892845749855042,0.5319493412971497,0.5946018695831299,-0.30185380578041077,0.9892196655273438,0.6173250675201416,0.5946394801139832,0.005691596306860447,0.9999168515205383,0.5643969178199768,0.5915594100952148,-0.005919082090258598,0.9999030828475952,0.6106820106506348,0.6456777453422546,-0.01520429365336895,0.9733209013938904,0.5624686479568481,0.6396464705467224,-0.0031155506148934364,0.9650425910949707,0.6018033623695374,0.697409987449646,0.10608509927988052,0.9828142523765564,0.5679320693016052,0.6883863210678101,0.16923272609710693,0.9680920839309692,0.5951811671257019,0.7045353651046753,0.1080109030008316,0.8638880252838135,0.5717156529426575,0.6957347393035889,0.18077725172042847,0.7795392870903015,0.5990331768989563,0.7184649109840393,-0.017595846205949783,0.985232412815094,0.560937225818634,0.7085586190223694,0.06552200764417648,0.9700536131858826
13,0.43322448094912164,0.5978416800498962,0.5005167126655579,-0.44480445981025696,0.9999381899833679,0.6040878891944885,0.49494820833206177,-0.43777573108673096,0.9998467564582825,0.6077725887298584,0.49475857615470886,-0.43808022141456604,0.9998317956924438,0.6115521192550659,0.4946921765804291,-0.4380497336387634,0.9998629093170166,0.5945809483528137,0.4948805570602417,-0.43895772099494934,0.9998891353607178,0.5914017558097839,0.4945085942745209,-0.43926477432250977,0.9999117851257324,0.5880099534988403,0.49409228563308716,-0.4394634962081909,0.9999282956123352,0.616848349571228,0.4938146471977234,-0.32744577527046204,0.9997820854187012,0.582459568977356,0.49218785762786865,-0.3313080370426178,0.9996740221977234,0.6049293279647827,0.5030934810638428,-0.3985576033592224,0.9998441934585571,0.5930714011192322,0.5034639835357666,-0.4014841616153717,0.9998635053634644,0.6473507285118103,0.5128453373908997,-0.20437249541282654,0.9999868273735046,0.5531187057495117,0.5126335024833679,-0.22386391460895538,0.9999717473983765,0.6599669456481934,0.5510968565940857,-0.1473967730998993,0.9872599244117737,0.5298439860343933,0.5530998110771179,-0.2022683024406433,0.9888584017753601,0.657254695892334,0.5873352885246277,-0.22574208676815033,0.9956861138343811,0.5255984663963318,0.5893382430076599,-0.2905351519584656,0.996631920337677,0.6590224504470825,0.5978637337684631,-0.25045108795166016,0.9913043975830078,0.5203685760498047,0.601786732673645,-0.324325293302536,0.9920307397842407,0.6551455855369568,0.5978817343711853,-0.2853173613548279,0.992745041847229,0.5273404121398926,0.60149085521698,-0.35187119245529175,0.9933767318725586,0.6517271399497986,0.5941482186317444,-0.23945558071136475,0.9883996844291687,0.5324500799179077,0.5975958704948425,-0.3035905659198761,0.9886941313743591,0.6181511878967285,0.5946618914604187,0.005950389429926872,0.9999187588691711,0.5653734803199768,0.5915821194648743,-0.0061782365664839745,0.9999052286148071,0.6107705235481262,0.646652340888977,-0.013263292610645294,0.9735227823257446,0.5623798370361328,0.6399940252304077,-0.018434572964906693,0.9647966027259827,0.6017894148826599,0.6979307532310486,0.12086628377437592,0.9835672378540039,0.5685223340988159,0.6871684789657593,0.16775399446487427,0.9688037633895874,0.5952593684196472,0.7049199938774109,0.12570278346538544,0.8654972910881042,0.5730719566345215,0.6938025951385498,0.18119876086711884,0.7812895178794861,0.5985888838768005,0.7186933159828186,-0.003617034060880542,0.9856479167938232,0.5604548454284668,0.7087504863739014,0.06822546571493149,0.9702280163764954
14,0.466549441022131,0.5989313721656799,0.5007644891738892,-0.4541662633419037,0.9999349117279053,0.6052270531654358,0.49531060457229614,-0.4475725591182709,0.9998388290405273,0.6088554263114929,0.49504750967025757,-0.447882741689682,0.9998221397399902,0.612458348274231,0.494925856590271,-0.4478469491004944,0.9998558759689331,0.595955491065979,0.49536535143852234,-0.4493786096572876,0.9998835325241089,0.592843770980835,0.49497145414352417,-0.4496942162513733,0.999906599521637,0.5895324349403381,0.49452924728393555,-0.44989535212516785,0.9999242424964905,0.6174899339675903,0.4939061105251312,-0.3386373817920685,0.9997780919075012,0.5840317010879517,0.4922336935997009,-0.34539705514907837,0.9996660351753235,0.6059651970863342,0.5031917095184326,-0.4074570834636688,0.9998416304588318,0.594398021697998,0.5036858320236206,-0.41113144159317017,0.9998607635498047,0.6491122841835022,0.5130516290664673,-0.21239471435546875,0.9999867081642151,0.554169237613678,0.512769877910614,-0.23576010763645172,0.9999714493751526,0.6613828539848328,0.5526775121688843,-0.15206092596054077,0.9866954684257507,0.5299351215362549,0.5538138151168823,-0.21216396987438202,0.9891176223754883,0.6588537096977234,0.5883685350418091,-0.22702741622924805,0.9953726530075073,0.526218593120575,0.5906131267547607,-0.2981284260749817,0.9965744018554688,0.6603366732597351,0.5992472767829895,-0.2512965202331543,0.9907661080360413,0.5209249258041382,0.6031549572944641,-0.3320731222629547,0.9918063879013062,0.6563408970832825,0.5990982055664062,-0.2863297462463379,0.9922894239425659,0.5276806950569153,0.6027973890304565,-0.35927751660346985,0.9931802749633789,0.6528722643852234,0.5952014923095703,-0.24071890115737915,0.9876810312271118,0.5328172445297241,0.5989634990692139,-0.31096747517585754,0.9884129762649536,0.6188885569572449,0.5948231220245361,0.006220370531082153,0.9999212026596069,0.5661060214042664,0.5916545987129211,-0.006443145219236612,0.9999082684516907,0.6111363768577576,0.6478093266487122,-0.010126881301403046,0.9736732840538025,0.5623313784599304,0.6401616930961609,-0.025180168449878693,0.9650501012802124,0.601711630821228,0.6983557343482971,0.13899190723896027,0.9842405915260315,0.5689043402671814,0.6870846152305603,0.16465774178504944,0.9697795510292053,0.595260739326477,0.705377995967865,0.14591626822948456,0.8668841123580933,0.5738845467567444,0.6936243176460266,0.1785208135843277,0.7840278744697571,0.5977445840835571,0.7188234925270081,0.016540003940463066,0.9860245585441589,0.5604462027549744,0.709700345993042,0.06416280567646027,0.9707406163215637
15,0.4998744010951403,0.6010230183601379,0.49906444549560547,-0.4649209678173065,0.9999361038208008,0.6072520613670349,0.4936402142047882,-0.4559609591960907,0.9998416304588318,0.6108120679855347,0.4936152696609497,-0.4562710225582123,0.9998244047164917,0.6142697930335999,0.49366775155067444,-0.4562196731567383,0.9998582601547241,0.5977707505226135,0.49347174167633057,-0.4585520625114441,0.9998860955238342,0.5944429636001587,0.493322491645813,-0.4588679373264313,0.9999081492424011,0.5909432172775269,0.49316641688346863,-0.4590558707714081,0.9999256134033203,0.6186407208442688,0.4933992326259613,-0.34302178025245667,0.9997833967208862,0.5852809548377991,0.49193888902664185,-0.35327136516571045,0.9996747970581055,0.6075591444969177,0.5022668838500977,-0.41617000102996826,0.999847412109375,0.5957419276237488,0.502792239189148,-0.4209967851638794,0.9998658895492554,0.6499700546264648,0.5132234692573547,-0.21675951778888702,0.999987006187439,0.5545756816864014,0.5129837393760681,-0.24371428787708282,0.9999719858169556,0.6624780297279358,0.553066074848175,-0.16169528663158417,0.9860504269599915,0.5301733016967773,0.5542487502098083,-0.21806174516677856,0.9890156388282776,0.6600919961929321,0.589029848575592,-0.247983917593956,0.9949995279312134,0.5262240767478943,0.5906873941421509,-0.3030862510204315,0.9964504837989807,0.661820650100708,0.6004332900047302,-0.2741394340991974,0.990141749382019,0.520928680896759,0.6033099889755249,-0.3375190496444702,0.9915116429328918,0.6569116115570068,0.6002857089042664,-0.30990132689476013,0.9917667508125305,0.5276871919631958,0.6027794480323792,-0.36649253964424133,0.9929361343383789,0.6533480882644653,0.596249520778656,-0.26232174038887024,0.9868741035461426,0.5328159928321838,0.598921537399292,-0.3167077898979187,0.9880293607711792,0.6195452213287354,0.5948370099067688,0.009038213640451431,0.9999234080314636,0.5664269328117371,0.5916826725006104,-0.009251972660422325,0.9999114274978638,0.6115798354148865,0.6475604772567749,0.0049723489210009575,0.971589982509613,0.5625328421592712,0.6401454210281372,-0.03679268807172775,0.9640252590179443,0.6016688346862793,0.6990457773208618,0.14517870545387268,0.9842956066131592,0.5694112181663513,0.6888744831085205,0.12119778990745544,0.9704500436782837,0.5952572822570801,0.7063657641410828,0.15072719752788544,0.8641790747642517,0.573817789554596,0.69539475440979,0.13113784790039062,0.7824235558509827,0.5976400375366211,0.7191157937049866,0.015954285860061646,0.9860222935676575,0.5611721873283386,0.7120553255081177,0.004424000158905983,0.9711242318153381
16,0.5331993611681497,0.6023293137550354,0.4992406666278839,-0.4643901586532593,0.9999392628669739,0.6084118485450745,0.4938419759273529,-0.4552205204963684,0.9998488426208496,0.6119919419288635,0.49377286434173584,-0.4555290639400482,0.999832034111023,0.6154337525367737,0.49379584193229675,-0.4554687738418579,0.9998646974563599,0.5987504124641418,0.4937341511249542,-0.45772886276245117,0.9998916387557983,0.5952959060668945,0.49354317784309387,-0.45805254578590393,0.9999123811721802,0.5916568040847778,0.49333465099334717,-0.4582403004169464,0.9999291300773621,0.6197869777679443,0.49341270327568054,-0.3410083055496216,0.9997938275337219,0.585936963558197,0.49198225140571594,-0.3513806164264679,0.9996909499168396,0.6088399887084961,0.5022817254066467,-0.414629191160202,0.9998559951782227,0.596869707107544,0.5028465986251831,-0.41939157247543335,0.9998734593391418,0.6511810421943665,0.5136235356330872,-0.2126063108444214,0.9999875426292419,0.5548272728919983,0.5131550431251526,-0.23948980867862701,0.9999729990959167,0.6633999347686768,0.5528400540351868,-0.15148331224918365,0.9862207770347595,0.5302932262420654,0.5543264746665955,-0.20814664661884308,0.9891589879989624,0.6605467200279236,0.5894902944564819,-0.2308923602104187,0.9950345754623413,0.5258861184120178,0.5901890397071838,-0.29234376549720764,0.9964024424552917,0.6622856259346008,0.6013021469116211,-0.2561419606208801,0.9901316165924072,0.5205708146095276,0.6032007932662964,-0.324092835187912,0.9913386106491089,0.6571823954582214,0.6012160181999207,-0.29152053594589233,0.9917675852775574,0.5274427533149719,0.6025394201278687,-0.3539688289165497,0.9928019046783447,0.6537500023841858,0.5972175598144531,-0.2446707785129547,0.9868879318237305,0.5325257182121277,0.5985006093978882,-0.3058626353740692,0.9878215789794922,0.6199368834495544,0.5945457816123962,0.01182556338608265,0.999923825263977,0.5666869878768921,0.5914455652236938,-0.012034233659505844,0.9999127984046936,0.6118727922439575,0.6473808288574219,0.01290882471948862,0.9685158133506775,0.5631332397460938,0.6406787037849426,-0.03753913193941116,0.9626905918121338,0.6015707850456238,0.6995766162872314,0.149656280875206,0.9835472106933594,0.5695489048957825,0.6927899718284607,0.0983358770608902,0.9707554578781128,0.5952248573303223,0.7071597576141357,0.15473908185958862,0.8564437627792358,0.5738024711608887,0.6995269060134888,0.10569925606250763,0.7770023941993713,0.5977101922035217,0.7193926572799683,0.017402689903974533,0.9854945540428162,0.5625637173652649,0.7151346802711487,-0.029390254989266396,0.9712927937507629
17,0.566524321241159,0.6023789644241333,0.5003663897514343,-0.4403471350669861,0.9999391436576843,0.6084683537483215,0.49524515867233276,-0.43362098932266235,0.9998475909233093,0.6120263934135437,0.49485525488853455,-0.43392348289489746,0.9998301863670349,0.6154029965400696,0.4946152865886688,-0.43386372923851013,0.9998641610145569,0.5990914702415466,0.4953893721103668,-0.4352066218852997,0.9998911023139954,0.5958436727523804,0.49498459696769714,-0.4355382025241852,0.9999115467071533,0.5924506783485413,0.494541198015213,-0.43572428822517395,0.9999287128448486,0.6198290586471558,0.4935690760612488,-0.33009424805641174,0.9997963309288025,0.5870239734649658,0.4921630024909973,-0.3367616534233093,0.9996940493583679,0.609134316444397,0.5027325749397278,-0.3933611512184143,0.9998599290847778,0.5974825620651245,0.5032876133918762,-0.3970426619052887,0.9998770356178284,0.6522576808929443,0.5140566229820251,-0.20960640907287598,0.9999880790710449,0.5553285479545593,0.5131361484527588,-0.22976063191890717,0.9999738931655884,0.6638131737709045,0.553043007850647,-0.14699189364910126,0.9866945743560791,0.5308583974838257,0.554153561592102,-0.19045327603816986,0.9894874095916748,0.660779595375061,0.5902354121208191,-0.21099057793617249,0.9952017664909363,0.5257423520088196,0.5898057222366333,-0.2621289789676666,0.9964681267738342,0.6624418497085571,0.602425754070282,-0.23282070457935333,0.9903824329376221,0.5201641917228699,0.6026151776313782,-0.2924022376537323,0.9914277195930481,0.6573486924171448,0.6022480726242065,-0.26806071400642395,0.9919818043708801,0.5268553495407104,0.6019455194473267,-0.3215446472167969,0.9928804039955139,0.6539913415908813,0.5983217358589172,-0.224432572722435,0.9872226119041443,0.532124936580658,0.5978592038154602,-0.27545544505119324,0.9879848957061768,0.6202287673950195,0.5945538282394409,0.01170505303889513,0.999925971031189,0.5667697191238403,0.5914632081985474,-0.011915539391338825,0.9999158978462219,0.6119529008865356,0.6472337245941162,0.01164318062365055,0.9670999646186829,0.5638816356658936,0.6420760750770569,-0.03772072121500969,0.9631934762001038,0.6011054515838623,0.6998999118804932,0.15348783135414124,0.9831961989402771,0.5695388317108154,0.6972253918647766,0.08463090658187866,0.9719222784042358,0.5947707295417786,0.7074077129364014,0.1594204306602478,0.8511026501655579,0.5737547278404236,0.7041161060333252,0.09085172414779663,0.7786955833435059,0.5975311398506165,0.7196725606918335,0.028030037879943848,0.9852579236030579,0.5626638531684875,0.7185235619544983,-0.041495174169540405,0.9723410606384277
